x_mm,contour_wall,contour_g
8.797077089548110962e+01,2.179831165619180722e-01,9.217800582446205558e-33
8.839678019285202026e+01,2.172830401165989633e-01,0.000000000000000000e+00
8.882280439138412476e+01,2.165942717591416988e-01,0.000000000000000000e+00
8.924881368875503540e+01,2.159044949318605078e-01,0.000000000000000000e+00
8.967482298612594604e+01,2.152208681172761151e-01,0.000000000000000000e+00
9.010084718465805054e+01,2.145424489747333741e-01,0.000000000000000000e+00
9.052685648202896118e+01,2.138668237895716973e-01,0.000000000000000000e+00
9.095286577939987183e+01,2.132042425829524246e-01,3.537593531197247080e-32
9.137888997793197632e+01,2.125468525160826017e-01,0.000000000000000000e+00
9.180489927530288696e+01,2.118872967189351642e-01,0.000000000000000000e+00
9.223090112209320068e+01,2.111896009236922389e-01,0.000000000000000000e+00
9.265692532062530518e+01,2.103632838951667583e-01,0.000000000000000000e+00
9.308294206857681274e+01,2.091669080381327317e-01,4.726618703618262234e-32
9.350894391536712646e+01,2.069768752909683374e-01,0.000000000000000000e+00
9.393496811389923096e+01,2.021675818943626246e-01,0.000000000000000000e+00
9.436098486185073853e+01,1.905531341258252798e-01,0.000000000000000000e+00
9.478698670864105225e+01,1.701855815928136062e-01,6.813592534626877750e-08
